id,quartile,identifiers,areas
Business and International Management,Q3,"['1741-8143', '1477-9064']","['Business, Management and Accounting']"
Strategy and Management,Q4,"['1741-8143', '1477-9064']","['Business, Management and Accounting']"
Chemical Engineering (miscellaneous),Q3,"['2195-8602', '0930-777X']","['Chemical Engineering', 'Engineering', 'Materials Science']"
Industrial and Manufacturing Engineering,Q3,"['2195-8602', '0930-777X']","['Chemical Engineering', 'Engineering', 'Materials Science']"
Materials Chemistry,Q3,"['2195-8602', '0930-777X']","['Chemical Engineering', 'Engineering', 'Materials Science']"
Polymers and Plastics,Q3,"['2195-8602', '0930-777X']","['Chemical Engineering', 'Engineering', 'Materials Science']"
Multidisciplinary,Q2,['1671-5497'],['Multidisciplinary']
Agronomy and Crop Science,Q3,['1613-8422'],"['Agricultural and Biological Sciences', 'Social Sciences']"
Development,Q3,['1613-8422'],"['Agricultural and Biological Sciences', 'Social Sciences']"
Forestry,Q3,['1613-8422'],"['Agricultural and Biological Sciences', 'Social Sciences']"
"Geography, Planning and Development",Q3,['1613-8422'],"['Agricultural and Biological Sciences', 'Social Sciences']"
Animal Science and Zoology,Q4,['1613-8422'],"['Agricultural and Biological Sciences', 'Social Sciences']"
Anthropology,Q2,"['1736-6518', '2228-0987']",['Social Sciences']
Cultural Studies,Q2,"['1736-6518', '2228-0987']",['Social Sciences']
Pathology and Forensic Medicine,Q3,"['0971-0973', '0974-0848']",['Medicine']
Law,Q2,"['1878-1373', '1878-1527']",['Social Sciences']
Religious Studies,Q1,"['1412-2723', '2723-6668']","['Arts and Humanities', 'Social Sciences']"
Law,Q2,"['1412-2723', '2723-6668']","['Arts and Humanities', 'Social Sciences']"
Sociology and Political Science,Q3,"['1412-2723', '2723-6668']","['Arts and Humanities', 'Social Sciences']"
Linguistics and Language,Q2,['1229-1374'],['Social Sciences']
Communication,Q3,"['2574-1136', '2574-1144']",['Social Sciences']
Education,Q3,"['2574-1136', '2574-1144']",['Social Sciences']
Earth and Planetary Sciences (miscellaneous),Q3,"['0867-6046', '2084-6118']","['Earth and Planetary Sciences', 'Social Sciences']"
"Geography, Planning and Development",Q3,"['0867-6046', '2084-6118']","['Earth and Planetary Sciences', 'Social Sciences']"
Computer Science (miscellaneous),Q3,"['1574-1702', '1875-9076']",['Computer Science']
Nuclear Energy and Engineering,Q3,['2073-6231'],"['Energy', 'Engineering']"
"Safety, Risk, Reliability and Quality",Q3,['2073-6231'],"['Energy', 'Engineering']"
Community and Home Care,Q3,"['2087-7811', '2406-8799']",['Nursing']
Medical and Surgical Nursing,Q3,"['2087-7811', '2406-8799']",['Nursing']
Nursing (miscellaneous),Q3,"['2087-7811', '2406-8799']",['Nursing']
Agricultural and Biological Sciences (miscellaneous),Q3,"['0251-0480', '2227-8311']",['Agricultural and Biological Sciences']
Pharmacology (medical),Q3,"['2772-9532', '2772-9540']",['Medicine']
Materials Chemistry,Q3,"['0965-545X', '1555-6107']",['Materials Science']
Polymers and Plastics,Q3,"['0965-545X', '1555-6107']",['Materials Science']
Mathematics (miscellaneous),Q3,"['1845-4100', '1849-2215']",['Mathematics']
History,Q1,['0067-1975'],"['Agricultural and Biological Sciences', 'Arts and Humanities']"
Museology,Q1,['0067-1975'],"['Agricultural and Biological Sciences', 'Arts and Humanities']"
Animal Science and Zoology,Q4,['0067-1975'],"['Agricultural and Biological Sciences', 'Arts and Humanities']"
"Ecology, Evolution, Behavior and Systematics",Q4,['0067-1975'],"['Agricultural and Biological Sciences', 'Arts and Humanities']"
Insect Science,Q4,['0067-1975'],"['Agricultural and Biological Sciences', 'Arts and Humanities']"
Earth-Surface Processes,Q3,"['2949-7302', '2097-1583']","['Earth and Planetary Sciences', 'Environmental Science']"
Environmental Engineering,Q3,"['2949-7302', '2097-1583']","['Earth and Planetary Sciences', 'Environmental Science']"
Environmental Science (miscellaneous),Q3,"['2949-7302', '2097-1583']","['Earth and Planetary Sciences', 'Environmental Science']"
Geotechnical Engineering and Engineering Geology,Q4,"['2949-7302', '2097-1583']","['Earth and Planetary Sciences', 'Environmental Science']"
Law,Q2,['1555-5879'],"['Economics, Econometrics and Finance', 'Social Sciences']"
"Economics, Econometrics and Finance (miscellaneous)",Q3,['1555-5879'],"['Economics, Econometrics and Finance', 'Social Sciences']"
Veterinary (miscellaneous),Q3,"['0100-2430', '2527-2179']",['Veterinary']
Surgery,Q3,"['1809-4546', '0100-6991']",['Medicine']
Political Science and International Relations,Q3,"['1582-8271', '1841-4273']",['Social Sciences']
Biochemistry,Q4,"['1068-1620', '1608-330X']","['Biochemistry, Genetics and Molecular Biology', 'Chemistry']"
Organic Chemistry,Q4,"['1068-1620', '1608-330X']","['Biochemistry, Genetics and Molecular Biology', 'Chemistry']"
Otorhinolaryngology,Q3,"['2411-8788', '0869-5474']",['Medicine']
Electrical and Electronic Engineering,Q3,"['1560-8034', '1605-6582']","['Engineering', 'Materials Science', 'Physics and Astronomy']"
"Atomic and Molecular Physics, and Optics",Q4,"['1560-8034', '1605-6582']","['Engineering', 'Materials Science', 'Physics and Astronomy']"
"Electronic, Optical and Magnetic Materials",Q4,"['1560-8034', '1605-6582']","['Engineering', 'Materials Science', 'Physics and Astronomy']"
Education,Q3,"['0160-9513', '1540-9481']",['Social Sciences']
Social Sciences (miscellaneous),Q3,"['0160-9513', '1540-9481']",['Social Sciences']
Social Work,Q4,"['0160-9513', '1540-9481']",['Social Sciences']
"Ecology, Evolution, Behavior and Systematics",Q4,['1528-7092'],['Agricultural and Biological Sciences']
Law,Q2,"['1731-6375', '2449-8289']",['Social Sciences']
Public Administration,Q3,"['1731-6375', '2449-8289']",['Social Sciences']
Literature and Literary Theory,Q1,"['1573-0948', '0925-9392']","['Arts and Humanities', 'Social Sciences']"
Cultural Studies,Q2,"['1573-0948', '0925-9392']","['Arts and Humanities', 'Social Sciences']"
Law,Q2,"['1573-0948', '0925-9392']","['Arts and Humanities', 'Social Sciences']"
Philosophy,Q2,"['1573-0948', '0925-9392']","['Arts and Humanities', 'Social Sciences']"
Social Sciences (miscellaneous),Q3,"['1573-0948', '0925-9392']","['Arts and Humanities', 'Social Sciences']"
Agronomy and Crop Science,Q3,['1300-7580'],['Agricultural and Biological Sciences']
Animal Science and Zoology,Q4,['1300-7580'],['Agricultural and Biological Sciences']
Plant Science,Q4,['1300-7580'],['Agricultural and Biological Sciences']
History,Q1,"['1097-3729', '0040-165X']","['Arts and Humanities', 'Engineering']"
Engineering (miscellaneous),Q3,"['1097-3729', '0040-165X']","['Arts and Humanities', 'Engineering']"
"Geography, Planning and Development",Q3,"['1012-280X', '2415-0495']","['Environmental Science', 'Social Sciences']"
Urban Studies,Q3,"['1012-280X', '2415-0495']","['Environmental Science', 'Social Sciences']"
"Management, Monitoring, Policy and Law",Q4,"['1012-280X', '2415-0495']","['Environmental Science', 'Social Sciences']"
Multidisciplinary,Q2,"['0035-919X', '2154-0098']","['Agricultural and Biological Sciences', 'Earth and Planetary Sciences', 'Environmental Science', 'Medicine', 'Multidisciplinary']"
Agricultural and Biological Sciences (miscellaneous),Q3,"['0035-919X', '2154-0098']","['Agricultural and Biological Sciences', 'Earth and Planetary Sciences', 'Environmental Science', 'Medicine', 'Multidisciplinary']"
Earth and Planetary Sciences (miscellaneous),Q3,"['0035-919X', '2154-0098']","['Agricultural and Biological Sciences', 'Earth and Planetary Sciences', 'Environmental Science', 'Medicine', 'Multidisciplinary']"
Environmental Science (miscellaneous),Q3,"['0035-919X', '2154-0098']","['Agricultural and Biological Sciences', 'Earth and Planetary Sciences', 'Environmental Science', 'Medicine', 'Multidisciplinary']"
Medicine (miscellaneous),Q4,"['0035-919X', '2154-0098']","['Agricultural and Biological Sciences', 'Earth and Planetary Sciences', 'Environmental Science', 'Medicine', 'Multidisciplinary']"
Religious Studies,Q1,"['2385-8907', '2335-4127']",['Arts and Humanities']
History,Q1,['1728-9718'],['Arts and Humanities']
Archeology,Q2,['1027-4278'],"['Arts and Humanities', 'Social Sciences']"
Archeology (arts and humanities),Q2,['1027-4278'],"['Arts and Humanities', 'Social Sciences']"
Urban Studies,Q3,['1027-4278'],"['Arts and Humanities', 'Social Sciences']"
Religious Studies,Q1,"['2451-280X', '1644-8561']",['Arts and Humanities']
Archeology,Q2,"['1588-2551', '0001-5210']","['Arts and Humanities', 'Social Sciences']"
Archeology (arts and humanities),Q2,"['1588-2551', '0001-5210']","['Arts and Humanities', 'Social Sciences']"
"Economics, Econometrics and Finance (miscellaneous)",Q3,"['1935-1704', '2194-6124']","['Economics, Econometrics and Finance']"
Arts and Humanities (miscellaneous),Q2,"['0124-7913', '2027-145X']","['Arts and Humanities', 'Social Sciences']"
"Geography, Planning and Development",Q3,"['0124-7913', '2027-145X']","['Arts and Humanities', 'Social Sciences']"
Urban Studies,Q3,"['0124-7913', '2027-145X']","['Arts and Humanities', 'Social Sciences']"
Chemistry (miscellaneous),Q3,"['0008-4042', '1480-3291']","['Chemical Engineering', 'Chemistry']"
Catalysis,Q4,"['0008-4042', '1480-3291']","['Chemical Engineering', 'Chemistry']"
Organic Chemistry,Q4,"['0008-4042', '1480-3291']","['Chemical Engineering', 'Chemistry']"
Ecology,Q3,"['1640-9019', '2084-4506']","['Environmental Science', 'Social Sciences']"
Education,Q3,"['1640-9019', '2084-4506']","['Environmental Science', 'Social Sciences']"
Environmental Engineering,Q3,"['1640-9019', '2084-4506']","['Environmental Science', 'Social Sciences']"
Environmental Chemistry,Q4,"['1640-9019', '2084-4506']","['Environmental Science', 'Social Sciences']"
Orthopedics and Sports Medicine,Q3,"['1755-2540', '1755-2559']","['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Veterinary']"
Veterinary (miscellaneous),Q3,"['1755-2540', '1755-2559']","['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Veterinary']"
Biochemistry,Q4,"['1755-2540', '1755-2559']","['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Veterinary']"
Biophysics,Q4,"['1755-2540', '1755-2559']","['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Veterinary']"
"Endocrinology, Diabetes and Metabolism",Q4,"['1755-2540', '1755-2559']","['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Veterinary']"
Physiology,Q4,"['1755-2540', '1755-2559']","['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Veterinary']"
Physiology (medical),Q4,"['1755-2540', '1755-2559']","['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Veterinary']"
Library and Information Sciences,Q3,"['0974-0643', '0976-4658']",['Social Sciences']
Agricultural and Biological Sciences (miscellaneous),Q3,"['0012-4966', '1608-3105']","['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology', 'Medicine']"
"Biochemistry, Genetics and Molecular Biology (miscellaneous)",Q3,"['0012-4966', '1608-3105']","['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology', 'Medicine']"
Immunology and Microbiology (miscellaneous),Q4,"['0012-4966', '1608-3105']","['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology', 'Medicine']"
Medicine (miscellaneous),Q4,"['0012-4966', '1608-3105']","['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology', 'Medicine']"
Law,Q2,"['1744-1056', '1757-8396']","['Economics, Econometrics and Finance', 'Social Sciences']"
"Economics, Econometrics and Finance (miscellaneous)",Q3,"['1744-1056', '1757-8396']","['Economics, Econometrics and Finance', 'Social Sciences']"
Ecology,Q3,"['2336-1964', '1805-0174']",['Environmental Science']
Nature and Landscape Conservation,Q3,"['2336-1964', '1805-0174']",['Environmental Science']
"Management, Monitoring, Policy and Law",Q4,"['2336-1964', '1805-0174']",['Environmental Science']
Pollution,Q4,"['2336-1964', '1805-0174']",['Environmental Science']
Cultural Studies,Q2,['1792-1341'],['Social Sciences']
Demography,Q3,['1792-1341'],['Social Sciences']
"Geography, Planning and Development",Q3,['1792-1341'],['Social Sciences']
Urban Studies,Q3,['1792-1341'],['Social Sciences']
Business and International Management,Q3,"['2300-7354', '1230-3666']","['Business, Management and Accounting', 'Engineering', 'Environmental Science', 'Materials Science']"
Environmental Science (miscellaneous),Q3,"['2300-7354', '1230-3666']","['Business, Management and Accounting', 'Engineering', 'Environmental Science', 'Materials Science']"
Industrial and Manufacturing Engineering,Q3,"['2300-7354', '1230-3666']","['Business, Management and Accounting', 'Engineering', 'Environmental Science', 'Materials Science']"
Materials Science (miscellaneous),Q3,"['2300-7354', '1230-3666']","['Business, Management and Accounting', 'Engineering', 'Environmental Science', 'Materials Science']"
History,Q1,['2587-8719'],['Arts and Humanities']
Religious Studies,Q1,['2587-8719'],['Arts and Humanities']
History and Philosophy of Science,Q2,['2587-8719'],['Arts and Humanities']
Philosophy,Q2,['2587-8719'],['Arts and Humanities']
Earth-Surface Processes,Q3,['0016-7193'],"['Earth and Planetary Sciences', 'Social Sciences']"
"Geography, Planning and Development",Q3,['0016-7193'],"['Earth and Planetary Sciences', 'Social Sciences']"
Geology,Q3,['0016-7193'],"['Earth and Planetary Sciences', 'Social Sciences']"
Earth and Planetary Sciences (miscellaneous),Q3,"['1426-8981', '2080-6574']",['Earth and Planetary Sciences']
Electrical and Electronic Engineering,Q3,"['0362-0972', '2637-496X']","['Computer Science', 'Engineering']"
Hardware and Architecture,Q4,"['0362-0972', '2637-496X']","['Computer Science', 'Engineering']"
Engineering (miscellaneous),Q3,"['1753-3465', '1753-3473']","['Computer Science', 'Engineering', 'Materials Science', 'Mathematics']"
Materials Science (miscellaneous),Q3,"['1753-3465', '1753-3473']","['Computer Science', 'Engineering', 'Materials Science', 'Mathematics']"
Computer Science Applications,Q4,"['1753-3465', '1753-3473']","['Computer Science', 'Engineering', 'Materials Science', 'Mathematics']"
Modeling and Simulation,Q4,"['1753-3465', '1753-3473']","['Computer Science', 'Engineering', 'Materials Science', 'Mathematics']"
Education,Q3,"['1056-7879', '2631-9675']",['Social Sciences']
Social Sciences (miscellaneous),Q3,"['1056-7879', '2631-9675']",['Social Sciences']
History,Q1,"['1823-7517', '2289-2672']","['Arts and Humanities', 'Social Sciences']"
Religious Studies,Q1,"['1823-7517', '2289-2672']","['Arts and Humanities', 'Social Sciences']"
Anthropology,Q2,"['1823-7517', '2289-2672']","['Arts and Humanities', 'Social Sciences']"
Cultural Studies,Q2,"['1823-7517', '2289-2672']","['Arts and Humanities', 'Social Sciences']"
Electrical and Electronic Engineering,Q3,['1845-6421'],"['Computer Science', 'Engineering']"
Software,Q4,['1845-6421'],"['Computer Science', 'Engineering']"
Law,Q2,"['0022-0183', '1740-5580']",['Social Sciences']
Electrical and Electronic Engineering,Q3,"['1844-6035', '2067-2128']",['Engineering']
Applied Microbiology and Biotechnology,Q3,"['0973-7510', '2581-690X']","['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology']"
Biotechnology,Q4,"['0973-7510', '2581-690X']","['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology']"
Microbiology,Q4,"['0973-7510', '2581-690X']","['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology']"
Religious Studies,Q1,"['1467-9795', '0384-9694']",['Arts and Humanities']
Education,Q3,['2073-753X'],['Social Sciences']
Finance,Q3,"['1753-9587', '1753-9579']","['Economics, Econometrics and Finance', 'Mathematics']"
Applied Mathematics,Q4,"['1753-9587', '1753-9579']","['Economics, Econometrics and Finance', 'Mathematics']"
Economics and Econometrics,Q4,"['1753-9587', '1753-9579']","['Economics, Econometrics and Finance', 'Mathematics']"
Modeling and Simulation,Q4,"['1753-9587', '1753-9579']","['Economics, Econometrics and Finance', 'Mathematics']"
Ecology,Q3,['0024-0966'],"['Agricultural and Biological Sciences', 'Environmental Science']"
Animal Science and Zoology,Q4,['0024-0966'],"['Agricultural and Biological Sciences', 'Environmental Science']"
History,Q1,['2042-6402'],"['Arts and Humanities', 'Social Sciences']"
Law,Q2,['2042-6402'],"['Arts and Humanities', 'Social Sciences']"
Community and Home Care,Q3,['1985-207X'],"['Medicine', 'Nursing']"
Family Practice,Q3,['1985-207X'],"['Medicine', 'Nursing']"
History,Q1,"['1368-8804', '1469-9729']","['Arts and Humanities', 'Social Sciences']"
