Journal title,Journal ISSN (print version),Journal EISSN (online version),Languages in which the journal accepts manuscripts,Publisher,DOAJ Seal,Journal license,APC
International Journal of Agricultural Management and Development,2159-5852,2159-5860,English,Islamic Azad University,False,CC BY,False
Revista Uruguaya de Antropología y Etnografía,2393-7068,2393-6886,"Portuguese, Spanish",Universidad de la República,False,CC BY-NC,False
Dharmasmrti,1693-0304,2620-827X,Indonesian,Pascasarjana Universitas Hindu Indonesia,False,CC BY-NC-SA,False
Lambda Nordica,1100-2573,2001-7286,"Danish, English, Norwegian, Swedish",Association Lambda Nordica,False,CC BY-ND,False
"Crime, Security and Society",N/A,2398-130X,English,University of Huddersfield Press,False,CC BY,False
Revista de Metalurgia,0034-8570,1988-4222,"English, Spanish",Consejo Superior de Investigaciones Científicas,False,CC BY,False
Computational Methods for Differential Equations,2345-3982,2383-2533,English,University of Tabriz,False,CC BY-NC,False
Engenharia na Agricultura,1414-3984,2175-6813,Portuguese,Universidade Federal de Viçosa,False,CC BY,True
"Journal of Sciences, Islamic Republic of Iran",1016-1104,2345-6914,English,University of Tehran,False,CC BY,False
Manageria: Jurnal Manajemen Pendidikan Islam,2502-9223,2503-4383,Indonesian,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,False,CC BY-SA,True
Эндокринная хирургия,2306-3513,2310-3965,Russian,Endocrinology Research Centre,False,CC BY-NC-ND,False
Revista Cubana de Física,0253-9268,2224-7939,"English, Spanish",Universidad de La Habana; Sociedad Cubana de Física,False,CC BY-NC,False
Indonesian EFL Journal,2252-7427,2541-3635,English,Universitas Kuningan,False,CC BY-NC-SA,True
تحقیقات جنگل و صنوبر ایران,1735-0883,2383-1146,Persian,Research Institute of Forests and Rangelands of Iran,False,CC BY,True
Annals of the “Ştefan cel Mare” University: Physical Education and Sport Section - The Science and Art of Movement,1844-9131,2601-341X,English,"Editura Univeristatii ""Stefan cel Mare"" din Suceava",False,CC BY-SA,True
Horizonte de la Ciencia,2304-4330,2413-936X,Spanish,Universidad Nacional del Centro del Perú,False,CC BY-NC,False
Enlace Universitario,1390-6976,2631-245X,"Spanish, English, Portuguese",Universidad Estatal de Bolívar,False,CC BY-NC-SA,False
Геофизический журнал,0203-3100,2524-1052,"Ukrainian, English",Subbotin Institute of Geophysics of the National Academy of Sciences of Ukraine,False,CC BY-NC-SA,False
Mathematics Interdisciplinary Research,N/A,2476-4965,English,University of Kashan,False,CC BY,False
Arab Journal for Security Studies,1319-1241,1658-8428,"English, Arabic",Naif University Publishing House,False,CC BY-NC,False
"Linguagens, Educação e Sociedade",1518-0743,2526-8449,"English, Portuguese, Spanish",Universidade Federal do Piauí,False,CC BY,False
Brazilian Journal of Veterinary Pathology,N/A,1983-0246,English,Brazilian Association of Veterinary Pathology,False,CC BY,True
Evropsko Zakonodavstvo,1451-3188,3042-0385,"Serbian, Croatian, Bosnian","Institute of International Politics and Economics, Belgrade",False,CC BY-SA,False
نثرپژوهی ادب فارسی,N/A,2821-1847,Persian,Shahid Bahonar University of Kerman,False,CC BY-NC,True
الکترومغناطیس کاربردی,2645-5153,2821-2711,Persian,Imam Hussein University,False,CC BY,False
Journal of Insect Biodiversity and Systematics,N/A,2423-8112,English,Tarbiat Modares University,False,CC BY-NC,False
Journal of Research in Psychology,2959-944X,2959-961X,English,"Lahore College for Women University, Lahore, Pakistan",False,CC BY,False
Italian Journal of Prevention Diagnostic and Therapeutic Medicine,N/A,2704-6222,"English, Italian",simedet,False,CC BY-NC,False
Asian and African Studies,1335-1257,2585-8793,"English, French, German",Institute of Oriental Studies SAS,False,CC BY,False
Moderna Språk,N/A,2000-3560,"Portuguese, German, Spanish, French, English",Föreningen Tidskriften Moderna språk,False,CC BY,False
Відкрите освітнє е-середовище сучасного університету,N/A,2414-0325,"English, Ukrainian",Borys Grinchenko Kyiv Metropolitan University,False,CC BY-NC-SA,False
Acute Care Medicine Surgery and Anesthesia,N/A,2974-8151,English,PAGEPress Publications,False,CC BY-NC,True
Mundo Nano,2007-5979,2448-5691,"Portuguese, English, Spanish",Universidad Nacional Autónoma de México,False,CC BY-NC,False
Археологія,0235-3490,2616-499X,"Ukrainian, Russian, English",National Academy of Sciences of Ukraine. Institute of Archaeology,False,CC BY,False
NJES: Nordic Journal of English studies,1502-7694,1654-6970,English,Göteborg University,False,CC BY,False
Spanish Journal of Agricultural Research,1695-971X,2171-9292,English,Consejo Superior de Investigaciones Científicas (CSIC),False,CC BY,False
Experimental Physiology,0958-0670,1469-445X,English,Wiley,False,CC BY,True
Interpreting and Society,N/A,2752-3810,English,SAGE Publishing,False,"CC BY, CC BY-NC",False
Forest Systems,2171-5068,2171-9845,English,Consejo Superior de Investigaciones Científicas (CSIC),False,CC BY,False
Teaching Mathematics and Computer Science,1589-7389,2676-8364,English,University of Debrecen,False,CC BY,False
Journal of International Buddhist Studies,1906-6244,2586-9620,English,Mahachulalongkornrajavidyalaya University,False,CC BY,False
Open Gender Journal,N/A,2512-5192,"English, German",Fachgesellschaft Geschlechterstudien,True,CC BY,False
Temida,1450-6637,2406-0941,"Serbian, English",Victimology Society of Serbia and Prometej-Beograd,False,CC BY-NC-ND,False
RGUHS Journal of Nursing Sciences,2231-6051,2583-6757,English,Rajiv Gandhi University of health sciences,False,CC BY-NC,False
Armenian Folia Anglistika,1829-2429,2579-3039,English,Yerevan State University,False,CC BY-NC,False
Brock Education: a Journal of Educational Research and Practice,1183-1189,2371-7750,English,Brock University,False,CC BY,False
Parks,0960-233X,2411-2119,English,International Union for Conservation of Nature (IUCN),False,Publisher's own license,False
Revista de Derecho Político,0211-979X,2174-5625,"English, Spanish",Universidad Nacional de Educación a Distancia,False,CC BY-NC-ND,False
Chemical Technology and Engineering. Proceedings,N/A,2664-1275,English,Lviv Polytechnic National University,False,CC BY,True
Agronomía Colombiana,0120-9965,2357-3732,English,"Centro Editorial of Facultad de Ciencias Agrarias, Universidad Nacional de Colombia",False,CC BY-NC-SA,False
BioTechnologia,0860-7796,2353-9461,English,Termedia Publishing House,False,CC BY-NC-ND,False
Вісник Харківського національного університету імені В.Н. Каразіна. Серія Геологія. Географія. Екологія,2410-7360,2411-3913,"Ukrainian, English",V.N. Karazin Kharkiv National University,False,CC BY,False
The Mountain Journal of Science and Interdisciplinary Research,N/A,2651-7744,English,Benguet State University,False,CC BY-NC,False
Brünner Beiträge zur Germanistik und Nordistik,1803-7380,2336-4408,"Swedish, English, Norwegian, Dutch, German",Masaryk University,False,CC BY-SA,False
Cuadernos de Historia de España,0325-1195,1850-2717,Spanish,"Facultad de Filosofía y Letras, Universidad de Buenos Aires",False,CC BY,False
As-Siyasi,3046-7640,2798-3528,"English, Indonesian",UIN Raden Intan Lampung,False,CC BY-SA,True
Universidad y Salud,0124-7107,2389-7066,"Spanish, English",Universidad de Nariño,False,CC BY-NC-SA,False
International Journal of Management Research and Emerging Sciences,2223-5604,2313-7738,English,"The Superior University, Lahore",False,CC BY-NC,False
تاریخ و فرهنگ,2228-706X,2538-4341,Persian,Ferdowsi University of Mashhad,False,CC BY,True
Chinese Medicine and Natural Products,2096-918X,2749-568X,English,Georg Thieme Verlag KG,False,CC BY,False
JHLT Open,N/A,2950-1334,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
International Journal of Industrial Management,2289-9286,2590-3594,English,Universiti Malaysia Pahang Al-Sultan Abdullah Publishing,False,CC BY-NC,False
Journal of Dr. NTR University of Health Sciences,2278-1889,2277-8632,English,Wolters Kluwer Medknow Publications,False,CC BY-NC-SA,False
Economía,N/A,1533-6239,English,LSE Press,False,CC BY,False
Revista de Ecocardiografía Práctica y Otras Técnicas de Imagen Cardíaca,N/A,2529-976X,Spanish,Sociedad Española de Imagen Cardíaca (SEIC),False,CC BY-NC-ND,False
Circular Economy,2773-1685,2773-1677,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Fundamental Plasma Physics,N/A,2772-8285,English,Elsevier,False,"CC BY, CC BY-NC, CC BY-NC-ND",True
Cell Reports Sustainability,N/A,2949-7906,English,Elsevier,False,"CC BY, CC BY-NC, CC BY-NC-ND",True
Atti,0392-9493,2718-3327,"English, Slovenian, Croatian, Italian",Historical Research Center in Rovinj,False,CC BY-NC,False
Muthanna Medical Journal,2226-146X,2410-4590,English,Al Muthanna University,False,CC BY,False
رشد و یادگیری حرکتی ورزشی,2008-9333,2676-4547,Persian,University of Tehran,False,CC BY-NC,True
Muthanna Journal of Pure Science,2226-3284,2572-5181,English,Al Muthanna University,False,CC BY,True
"The Journal of Nutrition, Health and Aging",N/A,1760-4788,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Rare,N/A,2950-0087,English,Elsevier,False,"CC BY, CC BY-NC, CC BY-NC-ND",True
Brazilian Journal of Geophysics,N/A,2764-8044,English,Brazilian Geophysical Society - SBGf,False,CC BY,False
Studies in Communication Sciences,1424-4896,2296-4150,"English, German, French, Italian",Seismo Verlag,False,CC BY-SA,False
Impulso,N/A,2959-9040,Spanish,Universidad Privada Domingo Savio,False,CC BY-NC-SA,False
Journal of the Egyptian Society of Tribology,2090-5882,2090-5955,English,Egyptian Society of Tribology,False,CC BY,False
Columna Médica,3005-6659,N/A,Spanish,Centro Provincial de Información de Ciencias Médicas de Mayabeque,False,CC BY-NC,False
Journal of Veterinary and Animal Sciences,0971-0701,2582-0605,English,"Director of Academics and Research, Kerala Veterinary and Animal Sciences University",False,CC BY,True
Animal Research and One Health,N/A,2835-5075,English,Wiley,False,CC BY,True
Cuadernos de la ALFAL,N/A,2218-0761,"Spanish, Portuguese",Asociación de Lingüística y Filología de América Latina,False,CC BY-NC-ND,False
Advanced Optical Technologies,N/A,2192-8584,English,Frontiers Media S.A.,True,CC BY,True
Occasional Paper Series,N/A,2375-3668,English,Bank Street College of Education,False,CC BY-NC-ND,False
Z Badań nad Książką i Księgozbiorami Historycznymi,N/A,2544-8730,"French, German, English, Polish",Uniwersytet Warszaw,False,CC BY-NC,False
EDULEAD,2722-645X,2722-5658,"Indonesian, English",Sekolah Tinggi Agama Kristen Terpadu Pesat,False,CC BY-SA,True
The Polish Journal of the Arts and Culture,2450-2561,2450-6249,"English, Polish",Jagiellonian University Press,False,CC BY,False
Indonesian Journal of Education and Social Studies,2827-9077,2828-0903,Indonesian,"Lembaga Penerbitan, Penelitian, dan Pengabdian kepada Masyarakat (LP3M) of Nurul Jadid University",False,CC BY-NC-SA,True
Revista Médica de Minas Gerais,0103-880X,2238-3182,"Portuguese, English",Associação Médica de Minas Gerais,False,CC BY,False
Rheumatology,0034-6233,2084-9834,English,Termedia Publishing House,False,CC BY-NC-SA,False
"Proceedings of the Japan Academy. Series B, Physical and Biological Sciences",0386-2208,1349-2896,English,The Japan Academy,False,CC BY-NC,False
Polonia Sacra,1428-5673,2391-6575,"English, Polish",The Pontifical University of John Paul II in Krakow,False,CC BY,False
Ветеринария и кормление,1814-9588,N/A,"Russian, English","LLC ""Agency of Creative Technologies""",False,CC BY,True
Legitima: Jurnal Hukum Keluarga Islam,2655-4909,2656-565X,"English, Indonesian",Universitas Islam Tribakti Lirboyo Kediri,False,CC BY-SA,False
Indonesian Community Development Journal,N/A,2775-1538,"Indonesian, English",Fakultas Dakwah IAIN Purwokerto,False,CC BY,True
HIV & AIDS Review. International Journal of HIV-Related Problems,1730-1270,1732-2707,English,Termedia Publishing House,False,CC BY-NC-SA,True
"Genomics, Proteomics & Bioinformatics",1672-0229,2210-3244,English,Oxford University Press,False,CC BY,True
Indice Histórico Español,N/A,2339-6989,"Spanish, English, French, Italian, Portuguese",Universitat de Barcelona,False,CC BY-ND,False
مطالعات زبان و ادبیات غنایی,2717-0896,2717-1019,"English, Persian","Islamic Azad University, Najafabad University",False,CC BY-NC,True
Progress in Preventive Medicine,N/A,2473-294X,English,Taylor & Francis,False,"CC BY, CC BY-SA, CC BY-ND, CC BY-NC, CC BY-NC-SA, CC BY-NC-ND",True
Al-Jabar,2086-5872,2540-7562,English,"Pendidikan Matematika, UIN Raden Intan Lampung",False,CC BY-SA,True
Propuestas Educativas,N/A,2708-6631,Spanish,Universidad Adventista de Bolivia,False,CC BY-NC-SA,False
Journal of Theories and Applications of Physical Education Sport Sciences,2636-3925,2636-3933,English,"Satat University, Faculty of Physical Education",False,CC BY,False
الإدارة التربوية,2682-3489,2735-3192,"English, Arabic",Egyptian Society for Comparative Education and Educational Administration,False,CC BY-NC,True
Przekładaniec,1425-6851,1689-1864,"English, Polish",Jagiellonian University Press,False,CC BY,False
Jurnal Al Bayan: Jurnal Jurusan Pendidikan Bahasa Arab,2086-9282,2549-1229,"Indonesian, Arabic",Universitas Islam Negeri Raden Intan Lampung,False,CC BY-SA,False
Journal of the Colleges of Medicine of South Africa,N/A,2960-110X,English,AOSIS,False,CC BY,False
Smart,N/A,2807-8268,English,"Program Pascasarjana, Universitas Islam Negeri Raden Intan Lampung",False,CC BY-SA,True
Water Alternatives,N/A,1965-0175,English,Water Alternatives Association,False,CC BY-NC-SA,False
Al-Athfaal,2622-5484,2622-5182,Indonesian,Universitas Islam Negeri Raden Intan Lampung,False,CC BY-SA,False
JBMR Plus,N/A,2473-4039,English,Oxford University Press,False,"CC BY, CC BY-NC",True
BJR|case reports,N/A,2055-7159,English,Oxford University Press,False,CC BY,True
Revista sobre Investigaciones Léxicas,N/A,2605-3136,"Spanish, English",Universidad de Jaén,False,CC BY,False
Orbeliani Law Review,2667-9663,2720-8664,English,Sulkhan-Saba orbeliani University,False,CC BY-SA,False
Alexandria Journal of Food Science and Technology,1687-3920,N/A,"Arabic, English","The Scientific Society of Food Industries, Alexandria, Egypt.",False,CC BY-NC-SA,True
Patient Experience Journal,N/A,2372-0247,English,The Beryl Institute,False,CC BY-NC-ND,False
رویکردهای نوین در مهندسی آب و محیط زیست,N/A,2981-0280,Persian,Gonbad Kavous University,False,CC BY-NC,False
Acta Universitatis Sapientiae: Philologica,N/A,2391-8179,"German, English",Scientia Publishing House,False,CC BY-NC-ND,False
Revista Científica de Estudios Sociales,2959-4685,2958-6070,Spanish,Universidad Americana,False,CC BY-NC-SA,False
Central European Cultures,2786-068X,2786-0671,English,Eötvös Loránd University,False,CC BY-NC,False
Behavior & Law Journal,N/A,2444-4170,Spanish,Behavior & Law Research Foundation,False,CC BY-NC-ND,False
Portuguese Journal of Pediatrics,2184-3333,2184-4453,"Portuguese, English",Publicaciones Permanyer,False,CC BY-NC-ND,False
Pragmatic and Observational Research,N/A,1179-7266,English,Dove Medical Press,False,"CC BY, CC BY-NC",True
Автоматика и телемеханика,0005-2310,2413-9777,Russian,"RAS, V.A. Trapeznikov Institute of Control Sciences",False,CC BY,False
한국해양공학회지,1225-0767,2287-6715,English,The Korean Society of Ocean Engineers,False,CC BY-NC,True
Journal of Law and Political Economy,N/A,2693-9681,English,"University of California, Berkeley",False,CC BY-NC-SA,False
Kalagatos,1808-107X,1984-9206,"German, French, Spanish, Portuguese, English",Universidade Estadual do Ceará,False,CC BY,False
Communications Psychology,N/A,2731-9121,English,Nature Portfolio,False,CC BY,True
Sonic Scope,N/A,3029-0163,English,"Goldsmiths, University of London",False,CC BY,False
Yeni Medya,N/A,2587-1285,"English, Turkish",Ankara Haci Bayram Veli University,False,CC BY-NC,False
Physical Education Theory and Methodology,1993-7989,1993-7997,English,OVS LLC,True,CC BY,True
Armeniaca,N/A,2974-6051,"German, French, Italian, English",Fondazione Università Ca’ Foscari,False,CC BY,False
مجلة العلوم القانونية,2070-027X,2663-581X,"Arabic, English","University of Baghdad, college of Law",False,CC BY,True
